Totals:,,,DUPLICATES,,,,ORDERED,PRODUCED
Total Ordered,7,,,,,,1FMJK1MT8NEA40714,5FPYK1F59BB007451
Total Produced:,7,,,,,,1FTEW1E52LKE37327,JM1BM1V33F1238384
Total New:,0,,,,,,1G6DH5RL0M0144239,W1N0G8DB6NG121113
Total Used:,7,,,,,,2LMPJ6K96NBL18706,2LMPJ6K96NBL18706
,,,,,,,5FPYK1F59BB007451,1G6DH5RL0M0144239
Used Duplicates:,0,,,,,,JM1BM1V33F1238384,1FTEW1E52LKE37327
New Duplicates,0,,,,,,W1N0G8DB6NG121113,1FMJK1MT8NEA40714
Duplicates:,0,,,,,,,
